,bin_centres,average_attention
682,346.25,1.732722949944397e-06
683,346.75,9.227155765484347e-07
684,347.25,3.740536755232588e-07
685,347.75,2.880988860327889e-07
686,348.25,1.8583960948795436e-07
687,348.75,1.7603280876023747e-07
688,349.25,1.2653986913488896e-07
689,349.75,7.816331293855502e-08
690,350.25,6.232977961712071e-08
691,350.75,5.110288691823249e-08
692,351.25,3.086727568255898e-08
693,351.75,3.040164813469807e-08
694,352.25,3.3730570084140965e-08
695,352.75,2.6652142047220457e-08
696,353.25,2.7394147589462312e-08
697,353.75,2.0709117895813354e-08
698,354.25,2.5614297123249483e-08
699,354.75,1.2916018981810412e-08
700,355.25,1.0296147571004104e-08
701,355.75,1.2757229106755912e-08
702,356.25,4.656142122331926e-08
703,356.75,1.7705907046661606e-07
704,357.25,4.0144464562371963e-07
705,357.75,4.814652332366226e-07
706,358.25,3.4492844758529557e-07
707,358.75,2.1608574557116125e-07
708,359.25,1.6424008445982005e-07
709,359.75,1.8873217917842104e-07
710,360.25,2.790852088026116e-07
711,360.75,3.4982676572430996e-07
712,361.25,4.39505546397672e-07
713,361.75,2.725273327871901e-07
714,362.25,2.0337226634119394e-07
715,362.75,1.960734071072917e-07
716,363.25,2.477418669343853e-07
717,363.75,2.558364588111346e-07
718,364.25,1.4583968217074614e-07
719,364.75,1.952034086628629e-07
720,365.25,1.8373603435289684e-07
721,365.75,1.9163833642543528e-07
722,366.25,3.16990766577583e-07
723,366.75,1.7221204370634885e-07
724,367.25,1.9163190715257457e-07
725,367.75,1.2275023744205106e-07
726,368.25,9.134864001483074e-08
727,368.75,6.994192623105611e-08
728,369.25,8.07723371033625e-08
729,369.75,6.04854284596387e-08
730,370.25,9.04235445042464e-08
731,370.75,9.905014149307802e-08
732,371.25,1.1437552513635281e-07
733,371.75,1.495190300701675e-07
734,372.25,6.528706341921312e-08
735,372.75,7.593033574898506e-08
736,373.25,1.0043893241857575e-07
737,373.75,1.0042474669419189e-07
738,374.25,7.576868531588261e-08
739,374.75,3.789865249167049e-08
740,375.25,2.13762971418539e-08
741,375.75,1.753701449368962e-08
742,376.25,1.8635964349019046e-08
743,376.75,1.1985904458557283e-08
744,377.25,1.582543803075884e-08
745,377.75,2.048087325658047e-08
746,378.25,2.092698562847828e-08
747,378.75,1.7601938022641155e-08
748,379.25,2.275529379128136e-08
749,379.75,3.1976012616111846e-08
750,380.25,5.201013445998177e-08
751,380.75,7.460724391212524e-08
752,381.25,1.4142599888658743e-07
753,381.75,2.52831229530954e-07
754,382.25,5.826055198052047e-07
755,382.75,7.401130219782629e-07
756,383.25,1.3935556535822717e-06
757,383.75,2.2105950798108563e-06
758,384.25,2.9142075249405477e-06
759,384.75,3.4433969700955323e-06
760,385.25,4.245007708381001e-06
761,385.75,5.939457352788519e-06
762,386.25,8.539292871048423e-06
763,386.75,1.1711988156166919e-05
764,387.25,1.4360747000286802e-05
765,387.75,1.6197912831771127e-05
766,388.25,1.373949985840711e-05
767,388.75,8.534289775911164e-06
768,389.25,5.248215324383293e-06
769,389.75,3.619454205127688e-06
770,390.25,2.9972455098311707e-06
771,390.75,2.6623063023029563e-06
772,391.25,2.1181353210454266e-06
773,391.75,1.4262341354617183e-06
774,392.25,8.776668783207996e-07
775,392.75,4.833847542619778e-07
776,393.25,2.5773237985422375e-07
777,393.75,2.090127667989874e-07
778,394.25,1.3681006408202994e-07
779,394.75,1.0083864482911594e-07
780,395.25,7.193885815433155e-08
781,395.75,8.769663341742122e-08
782,396.25,5.922689266824831e-08
783,396.75,5.5166341945291726e-08
784,397.25,5.024304736055597e-08
785,397.75,6.075688557145974e-08
786,398.25,6.242298677383229e-08
787,398.75,5.559398045395336e-08
788,399.25,6.688391401093241e-08
789,399.75,9.954429510958484e-08
790,400.25,1.4005631985864613e-07
791,400.75,1.245128778333618e-07
792,401.25,1.0683924670957165e-07
793,401.75,7.07895061152133e-08
794,402.25,1.2652566530055107e-07
795,402.75,9.204750621665102e-08
796,403.25,1.1373242564270207e-07
797,403.75,1.7275907803395454e-07
798,404.25,3.111031669662036e-07
799,404.75,4.2113169003297097e-07
800,405.25,8.104835000941533e-07
801,405.75,1.1531117081417255e-06
802,406.25,1.4248504916472945e-06
803,406.75,2.028625312143613e-06
804,407.25,3.1774614103358656e-06
805,407.75,4.689046983663116e-06
806,408.25,6.868958219216621e-06
807,408.75,9.949207155161161e-06
808,409.25,1.4240862434159816e-05
809,409.75,1.9239835600347043e-05
810,410.25,2.4509700069773157e-05
811,410.75,3.037676208514367e-05
